Associated Gene Name	Human Ensembl Gene ID	Human Chromosome Name	Human Gene Start (bp)	Human Gene End (bp)	Anole Ensembl Gene ID	Anole Chromosome Name	Anole Chromosome Start (bp)	Anole Chromosome End (bp)	Homology Type
CYP26C1	ENSG00000187553	10	94821021	94828454	ENSACAG00000006878	GL343219.1	2259506	2279483	ortholog_one2one
CYP26A1	ENSG00000095596	10	94833232	94837647	ENSACAG00000006907	GL343219.1	2208160	2227392	ortholog_one2one
MYOF	ENSG00000138119	10	95066186	95242074	ENSACAG00000006941	GL343219.1	2004479	2115738	ortholog_one2one
CEP55	ENSG00000138180	10	95256389	95288849	ENSACAG00000007022	GL343219.1	1971250	1998301	ortholog_one2one
FFAR4	ENSG00000186188	10	95326422	95349829	ENSACAG00000007027	GL343219.1	1934901	1955964	ortholog_one2one
RBP4	ENSG00000138207	10	95351444	95361501	ENSACAG00000007043	GL343219.1	1902388	1928997	ortholog_one2one
PDE6C	ENSG00000095464	10	95372345	95425767	ENSACAG00000007069	GL343219.1	1838622	1902781	ortholog_one2one
FRA10AC1	ENSG00000148690	10	95427640	95462329	ENSACAG00000007294	GL343219.1	1792523	1828008	ortholog_one2one
LGI1	ENSG00000108231	10	95517566	95557916	ENSACAG00000007345	GL343219.1	1735883	1755442	ortholog_one2one
SLC35G1	ENSG00000176273	10	95653730	95715819	ENSACAG00000007395	GL343219.1	1637441	1661860	ortholog_one2one
PLCE1	ENSG00000138193	10	95753746	96088149	ENSACAG00000007404	GL343219.1	1336451	1499515	ortholog_one2one
NOC3L	ENSG00000173145	10	96075004	96122716	ENSACAG00000007551	GL343219.1	1305143	1330951	ortholog_one2one
TBC1D12	ENSG00000108239	10	96162261	96295687	ENSACAG00000007669	GL343219.1	1266016	1303090	ortholog_one2one
HELLS	ENSG00000119969	10	96305547	96373662	ENSACAG00000028785	GL343297.1	1581331	1613207	ortholog_one2one
PDLIM1	ENSG00000107438	10	96997329	97050781	ENSACAG00000012502	GL343297.1	1553617	1582710	ortholog_one2one
SORBS1	ENSG00000095637	10	97071528	97321171	ENSACAG00000012338	GL343297.1	1362072	1471635	ortholog_one2one
ALDH18A1	ENSG00000059573	10	97365696	97416463	ENSACAG00000004480	3	38004797	38021238	ortholog_one2one
TCTN3	ENSG00000119977	10	97423153	97453900	ENSACAG00000004453	3	38038553	38054766	ortholog_one2one
ENTPD1	ENSG00000138185	10	97471536	97637023	ENSACAG00000004301	3	38086124	38138430	ortholog_one2one
CCNJ	ENSG00000107443	10	97803151	97820627	ENSACAG00000006178	GL343262.1	1465667	1486172	ortholog_one2one
BLNK	ENSG00000095585	10	97951458	98031333	ENSACAG00000006126	GL343262.1	1237998	1388590	apparent_ortholog_one2one
DNTT	ENSG00000107447	10	98064085	98098321	ENSACAG00000006066	GL343262.1	1035028	1194831	ortholog_one2one
TM9SF3	ENSG00000077147	10	98277866	98347209	ENSACAG00000014777	GL343196.1	766573	804260	apparent_ortholog_one2one
PIK3AP1	ENSG00000155629	10	98353069	98480271	ENSACAG00000014577	GL343196.1	731278	760526	ortholog_one2one
LCOR	ENSG00000196233	10	98592017	98740800	ENSACAG00000012432	GL343239.1	1982928	1986735	ortholog_one2one
C10orf12	ENSG00000155640	10	98741041	98745582	ENSACAG00000021055	GL343239.1	2009759	2013901	ortholog_one2one
SLIT1	ENSG00000187122	10	98757795	98945677	ENSACAG00000012444	GL343239.1	2026377	2206341	ortholog_one2one
RRP12	ENSG00000052749	10	99116115	99161127	ENSACAG00000002175	GL343810.1	105543	134379	ortholog_one2one
EXOSC1	ENSG00000171311	10	99195899	99205774	ENSACAG00000002101	GL343810.1	85040	89786	ortholog_one2one
ZDHHC16	ENSG00000171307	10	99205927	99217127	ENSACAG00000001999	GL343810.1	68857	83044	ortholog_one2one
MMS19	ENSG00000155229	10	99218081	99258551	ENSACAG00000001981	GL343810.1	28674	66684	ortholog_one2one
UBTD1	ENSG00000165886	10	99258625	99330966	ENSACAG00000002776	3	39258014	39263800	ortholog_one2one
ANKRD2	ENSG00000165887	10	99332198	99343641	ENSACAG00000002790	3	39245003	39255275	ortholog_one2one
HOGA1	ENSG00000241935	10	99344080	99372559	ENSACAG00000002892	3	39228706	39243219	ortholog_one2one
MORN4	ENSG00000171160	10	99374310	99393344	ENSACAG00000002933	3	39210498	39225934	ortholog_one2one
AVPI1	ENSG00000119986	10	99437181	99447080	ENSACAG00000027657	3	39174144	39178542	ortholog_one2one
MARVELD1	ENSG00000155254	10	99472930	99477907	ENSACAG00000003046	3	39161491	39162018	ortholog_one2one
ZFYVE27	ENSG00000155256	10	99496878	99520664	ENSACAG00000003048	3	39126779	39157069	ortholog_one2one
SFRP5	ENSG00000120057	10	99526508	99531709	ENSACAG00000003105	3	39103762	39116306	ortholog_one2one
GOLGA7B	ENSG00000155265	10	99609996	99627782	ENSACAG00000028949	3	39027734	39043978	ortholog_one2one
CRTAC1	ENSG00000095713	10	99624757	99790585	ENSACAG00000003141	3	38965655	39004618	ortholog_one2one
R3HCC1L	ENSG00000166024	10	99894387	100004654	ENSACAG00000003217	3	38851756	38859378	ortholog_one2one
LOXL4	ENSG00000138131	10	100007447	100028007	ENSACAG00000003263	3	38824577	38834920	ortholog_one2one
PYROXD2	ENSG00000119943	10	100143322	100174941	ENSACAG00000003367	3	38777534	38800761	ortholog_one2one
HPS1	ENSG00000107521	10	100175955	100206684	ENSACAG00000002534	3	38747491	38769377	ortholog_one2one
HPSE2	ENSG00000172987	10	100218875	100995619	ENSACAG00000003429	3	38688044	38739647	ortholog_one2one
CNNM1	ENSG00000119946	10	101088856	101154087	ENSACAG00000003524	3	38490843	38520912	ortholog_one2one
GOT1	ENSG00000120053	10	101156627	101190381	ENSACAG00000003583	3	38473516	38490723	ortholog_one2one
NKX2-3	ENSG00000119919	10	101292690	101296278	ENSACAG00000003684	3	38400551	38400946	ortholog_one2one
SLC25A28	ENSG00000155287	10	101370282	101380366	ENSACAG00000003687	3	38383922	38387264	ortholog_one2one
ENTPD7	ENSG00000198018	10	101419263	101465997	ENSACAG00000003702	3	38362680	38378430	ortholog_one2one
CUTC	ENSG00000119929	10	101462315	101515891	ENSACAG00000003797	3	38322519	38334738	ortholog_one2one
COX15	ENSG00000014919	10	101471601	101491857	ENSACAG00000003767	3	38338187	38346065	ortholog_one2one
ABCC2	ENSG00000023839	10	101542489	101611949	ENSACAG00000003972	3	38272079	38308779	ortholog_one2one
DNMBP	ENSG00000107554	10	101635334	101769676	ENSACAG00000004166	3	38218660	38271133	ortholog_one2one
CPN1	ENSG00000120054	10	101801950	101841634	ENSACAG00000004193	3	38150167	38181285	ortholog_one2one
CHUK	ENSG00000213341	10	101948055	101989376	ENSACAG00000011896	GL343297.1	1220719	1262928	ortholog_one2one
CWF19L1	ENSG00000095485	10	101992055	102027437	ENSACAG00000016026	GL344514.1	7150	23574	ortholog_one2one
BLOC1S2	ENSG00000196072	10	102033713	102046469	ENSACAG00000000720	GL343388.1	38988	41911	ortholog_one2one
PKD2L1	ENSG00000107593	10	102047903	102090243	ENSACAG00000000737	GL343388.1	52514	80863	ortholog_one2one
SCD	ENSG00000099194	10	102106881	102124591	ENSACAG00000010798	GL343388.1	136231	151024	ortholog_one2one
WNT8B	ENSG00000075290	10	102222798	102243501	ENSACAG00000010872	GL343388.1	202405	226057	ortholog_one2one
HIF1AN	ENSG00000166135	10	102288829	102309763	ENSACAG00000010968	GL343388.1	271368	284967	ortholog_one2one
PAX2	ENSG00000075891	10	102495360	102589698	ENSACAG00000014063	GL343196.1	580	77779	ortholog_one2one
FAM178A	ENSG00000119906	10	102672720	102724893	ENSACAG00000003954	3	39515962	39561966	ortholog_one2one
MRPL43	ENSG00000055950	10	102729215	102747272	ENSACAG00000003798	3	39293908	39301299	ortholog_one2one
SEMA4G	ENSG00000095539	10	102729275	102745628	ENSACAG00000003815	3	39307632	39473738	ortholog_one2one
C10orf2	ENSG00000107815	10	102747124	102754158	ENSACAG00000003783	3	39284052	39292675	ortholog_one2one
LZTS2	ENSG00000107816	10	102756375	102767593	ENSACAG00000011076	GL343239.1	75294	119621	ortholog_one2one
PDZD7	ENSG00000186862	10	102767567	102790890	ENSACAG00000011099	GL343239.1	125309	162640	ortholog_one2one
SFXN3	ENSG00000107819	10	102790991	102800998	ENSACAG00000029026	GL343239.1	208246	230875	ortholog_one2one
KAZALD1	ENSG00000107821	10	102821598	102827888	ENSACAG00000011169	GL343239.1	280271	296952	ortholog_one2one
TLX1	ENSG00000107807	10	102889257	102897545	ENSACAG00000011182	GL343239.1	419831	452544	ortholog_one2one
LBX1	ENSG00000138136	10	102986733	102989551	ENSACAG00000022501	GL343239.1	554933	558601	ortholog_one2one
BTRC	ENSG00000166167	10	103113820	103317078	ENSACAG00000011203	GL343239.1	800838	958244	ortholog_one2one
DPCD	ENSG00000166171	10	103330317	103369425	ENSACAG00000029359	GL343239.1	1101184	1119468	ortholog_one2one
POLL	ENSG00000166169	10	103338639	103348027	ENSACAG00000011850	GL343239.1	1085527	1101646	ortholog_one2one
FBXW4	ENSG00000107829	10	103370423	103455052	ENSACAG00000011888	GL343239.1	1121521	1191598	ortholog_one2one
FGF8	ENSG00000107831	10	103529899	103535854	ENSACAG00000011928	GL343239.1	1252702	1278083	ortholog_one2one
NPM3	ENSG00000107833	10	103541082	103543170	ENSACAG00000011936	GL343239.1	1305224	1313329	ortholog_one2one
MGEA5	ENSG00000198408	10	103544200	103578696	ENSACAG00000011944	GL343239.1	1320190	1345980	ortholog_one2one
KCNIP2	ENSG00000120049	10	103585731	103603677	ENSACAG00000012032	GL343239.1	1356345	1515876	ortholog_one2one
C10orf76	ENSG00000120029	10	103605356	103815950	ENSACAG00000012211	GL343239.1	1548352	1706551	ortholog_one2one
HPS6	ENSG00000166189	10	103825147	103827792	ENSACAG00000012311	GL343239.1	1711822	1714194	ortholog_one2one
LDB1	ENSG00000198728	10	103867317	103880210	ENSACAG00000012317	GL343239.1	1795883	1870334	ortholog_one2one
PPRC1	ENSG00000148840	10	103892787	103910082	ENSACAG00000012404	GL343239.1	1892286	1922652	ortholog_one2one
NOLC1	ENSG00000166197	10	103911933	103923627	ENSACAG00000014545	GL343196.1	690910	714043	ortholog_one2one
PITX3	ENSG00000107859	10	103989943	104001231	ENSACAG00000014532	GL343196.1	668930	673771	ortholog_one2one
GBF1	ENSG00000107862	10	104005289	104142656	ENSACAG00000014475	GL343196.1	535261	628097	ortholog_one2one
NFKB2	ENSG00000077150	10	104153867	104162281	ENSACAG00000014215	GL343196.1	414745	445347	ortholog_one2one
PSD	ENSG00000059915	10	104162376	104181296	ENSACAG00000014133	GL343196.1	313512	413290	ortholog_one2one
FBXL15	ENSG00000107872	10	104178946	104182893	ENSACAG00000014128	GL343196.1	260320	272639	ortholog_one2one
TMEM180	ENSG00000138111	10	104221149	104236802	ENSACAG00000003982	3	39630584	39641979	ortholog_one2one
ACTR1A	ENSG00000138107	10	104238986	104262482	ENSACAG00000004000	AAWZ02038352	1873	11960	ortholog_one2one
SUFU	ENSG00000107882	10	104263744	104393292	ENSACAG00000004102	3	39670850	39769372	ortholog_one2one
TRIM8	ENSG00000171206	10	104404253	104418075	ENSACAG00000004201	3	39878404	39961650	ortholog_one2one
ARL3	ENSG00000138175	10	104436315	104474164	ENSACAG00000004245	3	40061205	40102966	ortholog_one2one
SFXN2	ENSG00000156398	10	104474295	104498952	ENSACAG00000004270	3	40102156	40140922	ortholog_one2one
WBP1L	ENSG00000166272	10	104503727	104576021	ENSACAG00000004310	3	40205487	40224627	ortholog_one2one
CYP17A1	ENSG00000148795	10	104590288	104597290	ENSACAG00000004350	3	40249674	40280305	ortholog_one2one
C10orf32	ENSG00000166275	10	104613980	104632990	ENSACAG00000028356	3	40281472	40290391	ortholog_one2one
AS3MT	ENSG00000214435	10	104629273	104661656	ENSACAG00000029427	3	40291565	40326315	ortholog_one2one
CNNM2	ENSG00000148842	10	104678074	104838344	ENSACAG00000004555	3	40338500	40470126	ortholog_one2one
NT5C2	ENSG00000076685	10	104845940	104953056	ENSACAG00000004601	3	40482360	40563518	ortholog_one2one
INA	ENSG00000148798	10	105036920	105050108	ENSACAG00000011170	GL343422.1	357129	371162	apparent_ortholog_one2one
PCGF6	ENSG00000156374	10	105062553	105110891	ENSACAG00000029126	3	40604629	40624320	ortholog_one2one
TAF5	ENSG00000148835	10	105127724	105148822	ENSACAG00000004756	3	40630006	40643584	ortholog_one2one
PDCD11	ENSG00000148843	10	105156405	105206049	ENSACAG00000004796	3	40652240	40692041	ortholog_one2one
CALHM2	ENSG00000138172	10	105206543	105212660	ENSACAG00000004916	3	40697056	40700518	ortholog_one2one
CALHM1	ENSG00000185933	10	105213144	105218645	ENSACAG00000008401	3	40725917	40729283	ortholog_one2one
CALHM3	ENSG00000183128	10	105232561	105238997	ENSACAG00000004919	3	40739009	40747725	ortholog_one2one
NEURL	ENSG00000107954	10	105253736	105352309	ENSACAG00000004920	3	40885070	40981533	ortholog_one2one
SH3PXD2A	ENSG00000107957	10	105348285	105615301	ENSACAG00000004932	3	41004831	41126118	ortholog_one2one
OBFC1	ENSG00000107960	10	105642300	105677963	ENSACAG00000004954	3	41310977	41338668	ortholog_one2one
SLK	ENSG00000065613	10	105726959	105788991	ENSACAG00000004988	3	41369698	41407836	ortholog_one2one
COL17A1	ENSG00000065618	10	105791044	105845760	ENSACAG00000005136	3	41416337	41482317	ortholog_one2one
SFR1	ENSG00000156384	10	105881816	105886143	ENSACAG00000005163	3	41516183	41520990	ortholog_one2one
WDR96	ENSG00000197748	10	105889646	105992120	ENSACAG00000005165	3	41517639	41572965	ortholog_one2one
ITPRIP	ENSG00000148841	10	106071894	106098162	ENSACAG00000005224	3	41619064	41620713	ortholog_one2one
CCDC147	ENSG00000120051	10	106113522	106214848	ENSACAG00000005225	3	41654738	41756946	ortholog_one2one
SORCS3	ENSG00000156395	10	106400859	107024993	ENSACAG00000005234	3	42499178	42656986	ortholog_one2one
XPNPEP1	ENSG00000108039	10	111624524	111683311	ENSACAG00000006287	3	44714675	44761914	ortholog_one2one
ADD3	ENSG00000148700	10	111756126	111895323	ENSACAG00000006070	3	44823727	44977299	ortholog_one2one
MXI1	ENSG00000119950	10	111967363	112047123	ENSACAG00000006009	3	45062101	45163295	ortholog_one2one
SMNDC1	ENSG00000119953	10	112052798	112064709	ENSACAG00000005983	3	45172755	45180702	ortholog_one2one
DUSP5	ENSG00000138166	10	112257596	112271302	ENSACAG00000005951	3	45377966	45393938	ortholog_one2one
SMC3	ENSG00000108055	10	112327449	112364394	ENSACAG00000015557	3	45432690	45467583	ortholog_one2one
RBM20	ENSG00000203867	10	112404155	112599227	ENSACAG00000015746	3	45520434	45674840	ortholog_one2one
PDCD4	ENSG00000150593	10	112631565	112659764	ENSACAG00000015761	3	45698966	45731503	ortholog_one2one
SHOC2	ENSG00000108061	10	112679301	112773425	ENSACAG00000015815	3	45794078	45821837	ortholog_one2one
ADRA2A	ENSG00000150594	10	112836790	112840658	ENSACAG00000015853	3	45883473	45884828	ortholog_one2one
GPAM	ENSG00000119927	10	113909624	113975135	ENSACAG00000010027	GL343204.1	2144030	2219860	ortholog_one2one
TECTB	ENSG00000119913	10	114043493	114064793	ENSACAG00000009978	GL343204.1	2077739	2103366	ortholog_one2one
ACSL5	ENSG00000197142	10	114133776	114188138	ENSACAG00000009489	GL343204.1	1964896	1987009	ortholog_one2one
ZDHHC6	ENSG00000023041	10	114190058	114206672	ENSACAG00000009483	GL343204.1	1940633	1961983	ortholog_one2one
HABP2	ENSG00000148702	10	115310596	115349361	ENSACAG00000010352	GL343204.1	722206	786605	ortholog_one2one
CASP7	ENSG00000165806	10	115438942	115490662	ENSACAG00000010073	GL343204.1	600281	637624	ortholog_one2one
DCLRE1A	ENSG00000198924	10	115594488	115614142	ENSACAG00000010053	GL343204.1	525082	545960	ortholog_one2one
NHLRC2	ENSG00000196865	10	115614420	115676953	ENSACAG00000009993	GL343204.1	464195	520634	ortholog_one2one
ADRB1	ENSG00000043591	10	115803806	115806667	ENSACAG00000009991	GL343204.1	291498	292796	ortholog_one2one
C10orf118	ENSG00000165813	10	115880621	115933979	ENSACAG00000009930	GL343204.1	138597	175935	ortholog_one2one
TDRD1	ENSG00000095627	10	115939029	115992063	ENSACAG00000009854	GL343204.1	72570	135908	ortholog_one2one
VWA2	ENSG00000165816	10	115999089	116051272	ENSACAG00000009833	GL343204.1	8169	65497	ortholog_one2one
AFAP1L2	ENSG00000169129	10	116054583	116164515	ENSACAG00000009734	GL344115.1	1056	62995	ortholog_one2one
ABLIM1	ENSG00000099204	10	116190872	116444762	ENSACAG00000009399	GL343206.1	3960229	4152149	ortholog_one2one
FAM160B1	ENSG00000151553	10	116581503	116659591	ENSACAG00000009309	GL343206.1	3769985	3818669	apparent_ortholog_one2one
TRUB1	ENSG00000165832	10	116697952	116737430	ENSACAG00000009282	GL343206.1	3674344	3727762	ortholog_one2one
ATRNL1	ENSG00000107518	10	116853124	117708503	ENSACAG00000009069	GL343206.1	2745887	3569148	ortholog_one2one
GFRA1	ENSG00000151892	10	117816444	118033126	ENSACAG00000009766	GL343206.1	2296305	2587033	ortholog_one2one
CCDC172	ENSG00000182645	10	118083940	118139541	ENSACAG00000009856	GL343206.1	2185394	2199251	ortholog_one2one
PNLIPRP3	ENSG00000203837	10	118187379	118237469	ENSACAG00000009865	GL343206.1	2089487	2120129	ortholog_one2one
HSPA12A	ENSG00000165868	10	118430703	118502085	ENSACAG00000010065	GL343206.1	1900869	1976782	ortholog_one2one
ENO4	ENSG00000188316	10	118609023	118671297	ENSACAG00000010140	GL343206.1	1783094	1843630	ortholog_one2one
KIAA1598	ENSG00000187164	10	118643742	118886097	ENSACAG00000010155	GL343206.1	1643108	1782709	ortholog_one2one
KCNK18	ENSG00000186795	10	118957000	118969810	ENSACAG00000010205	GL343206.1	1477628	1484176	ortholog_one2one
SLC18A2	ENSG00000165646	10	119000604	119038941	ENSACAG00000010212	GL343206.1	1367534	1416159	ortholog_one2one
PDZD8	ENSG00000165650	10	119040000	119134978	ENSACAG00000010324	GL343206.1	1305279	1361740	ortholog_one2one
EMX2	ENSG00000170370	10	119301955	119309441	ENSACAG00000010339	GL343206.1	1109603	1135606	ortholog_one2one
RAB11FIP2	ENSG00000107560	10	119764427	119806114	ENSACAG00000010360	GL343206.1	649407	679804	ortholog_one2one
FAM204A	ENSG00000165669	10	120065401	120101840	ENSACAG00000010374	GL343206.1	387983	421736	ortholog_one2one
PRLHR	ENSG00000119973	10	120352916	120355160	ENSACAG00000010423	GL343206.1	80785	82599	ortholog_one2one
NANOS1	ENSG00000188613	10	120789228	120793854	ENSACAG00000027867	GL343399.1	415396	415641	ortholog_one2one
EIF3A	ENSG00000107581	10	120794356	120840396	ENSACAG00000016784	GL343399.1	424628	452807	ortholog_one2one
FAM45A	ENSG00000119979	10	120863598	120897496	ENSACAG00000016856	AAWZ02037495	4044	15206	ortholog_one2one
SFXN4	ENSG00000183605	10	120900279	120925179	ENSACAG00000016888	GL343399.1	480529	529575	ortholog_one2one
GRK5	ENSG00000198873	10	120967101	121215131	ENSACAG00000016904	GL343399.1	562688	882165	ortholog_one2one
RGS10	ENSG00000148908	10	121259340	121302220	ENSACAG00000016977	3	66417728	66432073	ortholog_one2one
TIAL1	ENSG00000151923	10	121334199	121356541	ENSACAG00000016986	3	66341540	66368928	ortholog_one2one
BAG3	ENSG00000151929	10	121410882	121437331	ENSACAG00000017032	3	66296469	66324550	ortholog_one2one
MCMBP	ENSG00000197771	10	121588972	121652068	ENSACAG00000017098	3	66170104	66205716	ortholog_one2one
SEC23IP	ENSG00000107651	10	121652223	121702014	ENSACAG00000017131	3	66131015	66170633	ortholog_one2one
PPAPDC1A	ENSG00000203805	10	122216466	122349367	ENSACAG00000028997	3	65517439	65711710	ortholog_one2one
WDR11	ENSG00000120008	10	122610695	122669036	ENSACAG00000017159	3	65191921	65251045	ortholog_one2one
FGFR2	ENSG00000066468	10	123237848	123357972	ENSACAG00000017206	3	64673978	64804116	ortholog_one2one
ATE1	ENSG00000107669	10	123499939	123688316	ENSACAG00000017242	3	64392055	64488833	ortholog_one2one
TACC2	ENSG00000138162	10	123748689	124014060	ENSACAG00000017293	3	64117888	64360400	apparent_ortholog_one2one
BTBD16	ENSG00000138152	10	124030821	124097677	ENSACAG00000029070	3	64027501	64101264	apparent_ortholog_one2one
PLEKHA1	ENSG00000107679	10	124134212	124191867	ENSACAG00000024624	AAWZ02038017	1780	5447	ortholog_one2one
HTRA1	ENSG00000166033	10	124221041	124274424	ENSACAG00000017367	3	63888646	63945084	ortholog_one2one
DMBT1	ENSG00000187908	10	124320181	124403252	ENSACAG00000001101	GL343889.1	8918	27314	apparent_ortholog_one2one
CUZD1	ENSG00000138161	10	124591665	124639146	ENSACAG00000017438	3	59827942	59904198	ortholog_one2one
C10orf88	ENSG00000119965	10	124690419	124713919	ENSACAG00000017448	3	59905509	59916324	ortholog_one2one
PSTK	ENSG00000179988	10	124713897	124757029	ENSACAG00000017467	3	59981866	59988408	ortholog_one2one
IKZF5	ENSG00000095574	10	124750322	124768333	ENSACAG00000017468	3	59989615	59995165	ortholog_one2one
ACADSB	ENSG00000196177	10	124768495	124817827	ENSACAG00000017471	3	60001080	60017584	ortholog_one2one
HMX3	ENSG00000188620	10	124895478	124899995	ENSACAG00000017490	3	60146598	60156467	ortholog_one2one
HMX2	ENSG00000188816	10	124907638	124910188	ENSACAG00000017493	3	60206108	60216841	ortholog_one2one
BUB3	ENSG00000154473	10	124913793	124924886	ENSACAG00000017494	3	60225524	60252878	ortholog_one2one
GPR26	ENSG00000154478	10	125425871	125454123	ENSACAG00000017503	3	60719014	60752637	ortholog_one2one
CPXM2	ENSG00000121898	10	125465723	125699783	ENSACAG00000017504	3	60819892	60888936	ortholog_one2one
CHST15	ENSG00000182022	10	125767184	125853206	ENSACAG00000017532	3	61065430	61090073	ortholog_one2one
OAT	ENSG00000065154	10	126085872	126107545	ENSACAG00000017543	3	61628416	61651905	ortholog_one2one
NKX1-2	ENSG00000229544	10	126135592	126138753	ENSACAG00000022361	3	61663563	61673283	ortholog_one2one
LHPP	ENSG00000107902	10	126150403	126306457	ENSACAG00000017564	3	61692888	61922714	ortholog_one2one
